"genus_species","site_name","resident","broods","broodsNum","wintering","weedy","hostgenera","hostfamily","range","wingspan","extirpated","mean_dff","sd_dff","mean_dlf","sd_dlf","diet_breadth"
"Erynnis propertius","Washington","yes","one",1,"larva",0,1,1,567068.5435,36.5,"no",90.51724138,38.08695004,187.0625,15.87234865,"one"
"Erynnis propertius","West Sacramento","no","one",1,"no",0,1,1,567068.5435,36.5,"no",NA,NA,NA,NA,"one"
"Erynnis tristis","Donner Pass","no","multiple",3,"no",0,1,1,827631.9123,36.5,"no",NA,NA,NA,NA,"one"
"Erynnis tristis","Gates Canyon","yes","multiple",3,"larva",0,1,1,827631.9123,36.5,"no",165.4166667,88.37467586,195.25,83.45834563,"one"
"Erynnis tristis","Lang Crossing","no","multiple",3,"no",0,1,1,827631.9123,36.5,"no",165.8,17.45565811,165.8,17.45565811,"one"
"Erynnis tristis","North Sacramento","yes","multiple",3,"larva",0,1,1,827631.9123,36.5,"no",109.25,35.95696352,247.90625,31.65271163,"one"
"Erynnis tristis","Rancho Cordova","yes","multiple",3,"larva",0,1,1,827631.9123,36.5,"no",160.8,74.82542646,200.2,71.02550403,"one"
"Erynnis tristis","Suisun Marsh","no","multiple",3,"larva",0,1,1,827631.9123,36.5,"no",167.8,70.53572775,199.8,70.5120951,"one"
"Erynnis tristis","Washington","yes","one",1,"larva",0,1,1,827631.9123,36.5,"no",185.8181818,48.70967085,225.9090909,45.38817666,"one"
"Erynnis tristis","West Sacramento","yes","multiple",3,"larva",0,1,1,827631.9123,36.5,"no",162.1,74.98955483,197.1,75.75758121,"one"
"Euchloe ausonides","Castle Peak","yes","one",1,"pupa",0,1,1,2096685.684,35.5,"no",196.8181818,16.24695776,199.1875,15.6640512,"one"
"Euchloe ausonides","Donner Pass","no","one",1,"no",0,1,1,2096685.684,35.5,"no",NA,NA,NA,NA,"one"
"Euchloe ausonides","Gates Canyon","yes","two",2,"pupa",0,4,1,2096685.684,35.5,"yes",104,41.42463035,111.8,40.65956222,"multiple"
"Euchloe ausonides","Lang Crossing",NA,"one",1,"pupa",0,2,1,2096685.684,35.5,"no",NA,NA,NA,NA,"two"
"Euchloe ausonides","North Sacramento","yes","two",2,"pupa",0,3,1,2096685.684,35.5,"yes",77.78947368,23.01829936,121.5263158,30.02474613,"multiple"
"Euchloe ausonides","Rancho Cordova","yes","two",2,"pupa",0,3,1,2096685.684,35.5,"yes",104.8,41.85331528,109,46.10314523,"multiple"
"Euchloe ausonides","Sierra Valley","no","one",1,"pupa",0,6,1,2096685.684,35.5,"no",129.2,14.6013698,147,18.38477631,"multiple"
"Euchloe ausonides","Suisun Marsh","yes","two",2,"pupa",0,2,1,2096685.684,35.5,"yes",122.5714286,48.2246726,124.1428571,45.13102618,"two"
"Euchloe ausonides","Washington",NA,"one",1,NA,0,1,1,2096685.684,35.5,"no",111.4285714,25.33020031,116.4285714,23.64922228,"one"
"Euchloe ausonides","West Sacramento","yes","two",2,"pupa",0,2,1,2096685.684,35.5,"yes",101,42.44408086,110.2,41.75763403,"two"
"Euchloe hyantis foothill","Washington","yes","one",1,"pupa",0,1,1,396867.833,32.5,"no",102.5357143,20.50741897,136.3793103,29.09027058,"one"
"Euchloe hyantis hyantis","Castle Peak","yes","one",1,"pupa",0,1,1,396867.833,32.5,"no",192.9285714,15.31446921,197.0967742,15.05181017,"one"
"Euchloe hyantis hyantis","Donner Pass","yes","one",1,"pupa",0,1,1,396867.833,32.5,"no",155.4615385,19.2488498,175.5116279,17.68692292,"one"
"Euchloe hyantis hyantis","Gates Canyon","no","one",1,"pupa",0,1,1,396867.833,32.5,"no",NA,NA,NA,NA,"one"
"Euchloe hyantis hyantis","Lang Crossing","yes","one",1,"pupa",0,1,1,396867.833,32.5,"no",107.6666667,18.47243268,158.804878,17.45883661,"one"
"Euchloe hyantis lotta","Sierra Valley","yes","one",1,"pupa",0,NA,1,396867.833,32.5,"no",130.25,10.4363148,133,10.67707825,NA
"Euphilotes battoides","Castle Peak","yes","one",1,"pupa",0,1,1,988033.5836,16.5,"no",196.3809524,18.91686071,209.8484848,15.43154483,"one"
"Euphilotes battoides","Donner Pass","yes","one",1,"pupa",0,1,1,988033.5836,16.5,"no",180.0930233,15.53921913,196.9534884,19.37469322,"one"
"Euphilotes battoides","Lang Crossing","yes","one",1,"pupa",0,1,1,988033.5836,16.5,"no",170.1219512,12.01914124,191.2926829,23.09571811,"one"
"Euphilotes battoides","Sierra Valley","yes","one",1,"pupa",0,1,1,988033.5836,16.5,"no",165.5,27.67068244,174.75,30.23656727,"one"
"Euphilotes battoides","Washington","no","one",1,"no",0,1,1,988033.5836,16.5,"no",NA,NA,NA,NA,"one"
"Euphilotes enoptes","Castle Peak","yes","one",1,"pupa",0,1,1,754059.8751,20.5,"no",209.5,17.43081562,214.25,15.52197855,"one"
"Euphilotes enoptes","Donner Pass","yes","one",1,"pupa",0,1,1,754059.8751,20.5,"no",181.6888889,13.23532158,211,17.96416185,"one"
"Euphilotes enoptes","Lang Crossing","yes","one",1,"pupa",0,1,1,754059.8751,20.5,"no",166.1860465,13.59141153,212.4318182,15.95982999,"one"
"Euphilotes enoptes","Washington","yes","one",1,"pupa",0,1,1,754059.8751,20.5,"no",169.0526316,17.8059718,182.1578947,20.23271047,"one"
"Euphydryas chalcedona","Donner Pass","no","one",1,"no",0,1,1,2531085.683,42,"no",NA,NA,NA,NA,"one"
"Euphydryas chalcedona","Gates Canyon","yes","one",1,"larva",0,7,1,2531085.683,42,"no",139.4285714,32.32056694,145.5714286,40.59087395,"multiple"
"Euphydryas chalcedona","Lang Crossing","yes","one",1,"larva",0,2,2,2531085.683,42,"no",137.902439,18.53753608,171.6511628,14.20074398,"two"
"Euphydryas chalcedona","North Sacramento","no","one",1,"larva",0,0,0,2531085.683,42,"no",NA,NA,NA,NA,"zero"
"Euphydryas chalcedona","Rancho Cordova","no","one",1,"no",0,0,0,2531085.683,42,"no",133.6666667,23.797759,141.6666667,27.00617213,"zero"
"Euphydryas chalcedona","Sierra Valley","yes","one",1,"larva",0,NA,NA,2531085.683,42,"no",143.5,23.72972819,159.5,25.69630324,NA
"Euphydryas chalcedona","Suisun Marsh","no","one",1,"larva",0,0,0,2531085.683,42,"no",NA,NA,NA,NA,"zero"
"Euphydryas chalcedona","Washington","yes","one",1,"larva",0,2,2,2531085.683,42,"no",138.2258065,15.81077624,164.40625,16.99119198,"two"
"Euphydryas chalcedona","West Sacramento","no","one",1,"no",0,0,0,2531085.683,42,"no",NA,NA,NA,NA,"zero"
"Euphydryas editha","Castle Peak","no","one",1,"no",0,3,2,1729953.377,34.5,"no",212,21.33854103,212,21.33854103,"multiple"
"Euphydryas editha","Donner Pass",NA,NA,NA,NA,NA,NA,NA,1729953.377,34.5,"no",NA,NA,NA,NA,NA
"Euphydryas editha","Lang Crossing","no","one",1,"larva",0,2,2,1729953.377,34.5,"no",NA,NA,NA,NA,"two"
"Euphydryas editha","Sierra Valley","yes","one",1,"larva",0,2,2,1729953.377,34.5,"no",168.8,39.20714221,162.6,46.49516104,"two"
"Euphydryas editha","Washington","yes","one",1,"larva",0,3,2,1729953.377,34.5,"no",122.952381,18.20295633,143.1428571,17.70391401,"multiple"
"Everes amyntula","Castle Peak","yes","one",1,"larva",0,1,1,2602079.757,26.5,"no",189.6,15.5791884,200,14.93426456,"one"
"Everes amyntula","Donner Pass","yes","one",1,"larva",0,1,1,2602079.757,26.5,"no",173.5,24.78588308,184.1153846,27.06337292,"one"
"Everes amyntula","Lang Crossing","yes","one",1,"larva",0,2,1,2602079.757,26.5,"no",146.35,20.00711412,180.5609756,19.23804665,"two"
"Everes amyntula","Sierra Valley",NA,"one",1,NA,0,2,1,2602079.757,26.5,"no",NA,NA,NA,NA,"two"
"Everes amyntula","Washington","yes","one",1,"larva",0,2,1,2602079.757,26.5,"no",121.3703704,26.96172237,152.6296296,19.28759695,"two"
"Everes comyntas","Gates Canyon","yes","multiple",3,"larva",1,3,1,3887564.21,23.5,"no",162.1818182,74.63218901,193.2727273,86.24974308,"multiple"
"Everes comyntas","Lang Crossing","no","multiple",3,"no",1,2,1,3887564.21,23.5,"no",NA,NA,NA,NA,"two"
"Everes comyntas","North Sacramento","yes","multiple",3,"larva",1,5,1,3887564.21,23.5,"no",89.36363636,25.90344835,286.2424242,22.51392667,"multiple"
"Everes comyntas","Rancho Cordova","yes","multiple",3,"larva",1,3,1,3887564.21,23.5,"no",155.6153846,94.1599158,183.7692308,99.48463353,"multiple"
"Everes comyntas","Suisun Marsh","yes","multiple",3,"larva",1,4,1,3887564.21,23.5,"no",181.6923077,93.73045095,210.5384615,94.3032479,"multiple"
"Everes comyntas","Washington","no","multiple",3,"no",1,2,1,3887564.21,23.5,"no",190.4545455,66.37976143,224.0909091,52.0911788,"two"
"Everes comyntas","West Sacramento","yes","multiple",3,"larva",1,3,1,3887564.21,23.5,"no",166.5,91.42557828,202.0833333,89.27735978,"multiple"
"Glaucopsyche lygdamus","Castle Peak","yes","one",1,"pupa",0,2,1,3614616.486,26,"no",193.2857143,26.00457835,196.7741935,17.26211589,"two"
"Glaucopsyche lygdamus","Donner Pass","yes","one",1,"pupa",0,1,1,3614616.486,26,"no",156.1707317,18.47823373,184.4444444,15.135082,"one"
"Glaucopsyche lygdamus","Gates Canyon","yes","one",1,"pupa",0,3,1,3614616.486,26,"no",69,32.43968763,81.85714286,31.20057997,"multiple"
"Glaucopsyche lygdamus","Lang Crossing","yes","one",1,"pupa",0,2,1,3614616.486,26,"no",135.3333333,19.54011494,148.8333333,21.58556883,"two"
"Glaucopsyche lygdamus","North Sacramento","yes","one",1,"pupa",1,2,1,3614616.486,26,"no",84.33333333,11.08068631,106.2,12.76687524,"two"
"Glaucopsyche lygdamus","Rancho Cordova","yes","one",1,"pupa",1,1,1,3614616.486,26,"no",84.66666667,26.58320272,92.16666667,26.78370151,"one"
"Glaucopsyche lygdamus","Sierra Valley","yes","one",1,"pupa",0,1,1,3614616.486,26,"no",132.8571429,34.94962361,133.7142857,32.99855697,"one"
"Glaucopsyche lygdamus","Suisun Marsh",NA,"one",1,NA,1,1,1,3614616.486,26,"no",67.66666667,24.50170062,74,32.04684072,"one"
"Glaucopsyche lygdamus","Washington","yes","one",1,"pupa",0,2,1,3614616.486,26,"no",91.22222222,16.48620247,123,16.88742684,"two"
"Glaucopsyche lygdamus","West Sacramento",NA,"one",1,"pupa",1,2,1,3614616.486,26,"no",NA,NA,NA,NA,"two"
"Glaucopsyche piasus","Castle Peak","yes","one",1,"pupa",0,1,1,2058763.193,27,"no",200.1666667,19.85363107,200.1666667,19.85363107,"one"
"Glaucopsyche piasus","Donner Pass","no","one",1,NA,0,1,1,2058763.193,27,"no",NA,NA,NA,NA,"one"
"Glaucopsyche piasus","Lang Crossing",NA,"one",1,NA,0,1,1,2058763.193,27,"no",NA,NA,NA,NA,"one"
"Habrodais grunus","Donner Pass","no","one",1,"no",0,1,1,523092.29,27.5,"no",NA,NA,NA,NA,"one"
"Habrodais grunus","Lang Crossing","yes","one",1,"egg",0,1,1,523092.29,27.5,"no",191.6222222,17.03110642,252.9047619,18.38452361,"one"
"Habrodais grunus","Washington","yes","one",1,"egg",0,1,1,523092.29,27.5,"no",180.4375,13.88649262,262.625,22.81022691,"one"
"Heliopetes ericetorum","Castle Peak","no","two",2,"no",1,NA,NA,1448469.971,32,"no",NA,NA,NA,NA,NA
"Heliopetes ericetorum","Donner Pass","no","multiple",3,"no",1,0,0,1448469.971,32,"no",NA,NA,NA,NA,"zero"
"Heliopetes ericetorum","Gates Canyon","no","two",2,"no",0,1,1,1448469.971,32,"no",175.4444444,68.40341934,182.6666667,72.19245113,"one"
"Heliopetes ericetorum","Lang Crossing","no","two",2,"no",1,NA,1,1448469.971,32,"no",NA,NA,NA,NA,NA
"Heliopetes ericetorum","North Sacramento","no","two",2,"no",0,0,0,1448469.971,32,"no",204.3333333,74.50548078,206.1666667,71.59166618,"zero"
"Heliopetes ericetorum","Rancho Cordova","no","two",2,"no",0,0,0,1448469.971,32,"no",163,66.4630223,167.75,68.49026695,"zero"
"Heliopetes ericetorum","Suisun Marsh","no","two",2,"no",0,0,0,1448469.971,32,"no",223.2,53.04432109,223.4,52.65263526,"zero"
"Heliopetes ericetorum","Washington","no","two",2,"no",1,0,0,1448469.971,32,"no",166.6666667,56.33353057,166.6666667,56.33353057,"zero"
"Heliopetes ericetorum","West Sacramento","no","two",2,"no",0,NA,1,1448469.971,32,"no",135.6666667,22.94195574,140,28,NA
"Hemiargus isola","Castle Peak","no","multiple",3,"no",0,NA,NA,3066052.588,21,"no",NA,NA,NA,NA,NA
"Hemiargus isola","Lang Crossing","no","multiple",3,"no",0,0,0,3066052.588,21,"no",NA,NA,NA,NA,"zero"
"Hemiargus isola","North Sacramento","no","multiple",3,"no",0,0,0,3066052.588,21,"no",NA,NA,NA,NA,"zero"
"Hemiargus isola","West Sacramento","no","multiple",3,"no",0,0,0,3066052.588,21,"no",NA,NA,NA,NA,"zero"
"Hesperia colorado harpalus","Castle Peak","yes","one",1,NA,0,NA,NA,2722845.84,29,"no",209.8571429,11.9510908,219.3333333,16.91252002,NA
"Hesperia colorado harpalus","Donner Pass","yes","one",1,"larva",0,NA,NA,2722845.84,29,"no",207.05,16.88262648,235.35,24.08164531,NA
"Hesperia colorado harpalus","Lang Crossing","yes","one",1,"larva",0,1,1,2722845.84,29,"no",181.3953488,11.64379977,221.9302326,16.88955066,"one"
"Hesperia colorado harpalus","Washington","yes","one",1,"larva",0,NA,NA,2722845.84,29,"no",183.3333333,15.32218101,206.8888889,15.88500341,NA
"Hesperia colorado idaho","Castle Peak","no","one",1,"larva",0,NA,NA,2722845.84,29,"no",NA,NA,NA,NA,NA
"Hesperia colorado idaho","Donner Pass","no","one",1,"no",0,NA,NA,2722845.84,29,"no",NA,NA,NA,NA,NA
"Hesperia colorado idaho","Sierra Valley","yes","one",1,"larva",0,NA,1,2722845.84,29,"no",199.75,46.93993122,216.25,43.44372386,NA
"Hesperia colorado ssp.","Washington","yes","one",1,"larva",0,NA,1,2722845.84,29,"no",252.9032258,14.12410431,272.8965517,10.48585724,NA
"Hesperia columbia","Gates Canyon","yes","two",2,"larva",0,1,1,288735.4332,28,"no",183,78.73161161,188.5714286,80.52713237,"one"
"Hesperia juba","Castle Peak","yes","one",1,"adult",0,NA,NA,2264653.317,32,"no",230.8,25.36401651,224.1052632,41.65585825,NA
"Hesperia juba","Donner Pass","yes","one",1,"adult",0,NA,NA,2264653.317,32,"no",164.0869565,34.96717577,269.5,16.97809046,NA
"Hesperia juba","Lang Crossing","yes","one",1,"adult",0,NA,1,2264653.317,32,"no",162.6829268,45.26667595,229.4390244,41.49761968,NA
"Hesperia juba","Sierra Valley","yes","one",1,"adult",0,NA,1,2264653.317,32,"no",169.4,63.38804654,199.1,67.75191674,NA
"Hesperia juba","Washington","yes","one",1,"adult",0,NA,1,2264653.317,32,"no",153.9130435,55.52306076,176.4782609,58.77837386,NA
"Hesperia lindseyi","Washington","yes","one",1,"pupa",0,1,1,373959.4137,29,"no",157.6521739,18.62942125,165.6956522,17.2190032,"one"
"Hesperia nevada","Castle Peak","yes","one",1,"larva",0,NA,NA,1349170.259,30,"no",191.1428571,19.00549371,202.0952381,14.87919609,NA
"Hesperia nevada","Donner Pass",NA,"one",1,"larva",0,NA,NA,1349170.259,30,"no",206,43.52219914,207.75,44.93050189,NA
"Hylephila phyleus","Donner Pass","no","multiple",3,"no",1,0,0,3007334.02,35,"no",261.7,14.00833085,263.6,16.07067723,"zero"
"Hylephila phyleus","Gates Canyon","no","multiple",3,"no",1,3,1,3007334.02,35,"no",211.8333333,82.32842581,226.25,88.143607,"multiple"
"Hylephila phyleus","Lang Crossing","no","multiple",3,"no",1,0,0,3007334.02,35,"no",NA,NA,NA,NA,"zero"
"Hylephila phyleus","North Sacramento","yes","multiple",3,"larva",1,NA,1,3007334.02,35,"no",125.3939394,42.88060415,304.0909091,56.72872048,NA
"Hylephila phyleus","Rancho Cordova","yes","multiple",3,"larva",1,3,1,3007334.02,35,"no",184.9166667,97.72080669,214.8333333,103.3747229,"multiple"
"Hylephila phyleus","Sierra Valley","no","multiple",3,"no",1,NA,1,3007334.02,35,"no",NA,NA,NA,NA,NA
"Hylephila phyleus","Suisun Marsh","yes","multiple",3,"larva",1,3,1,3007334.02,35,"no",167.3571429,104.7103016,201.9230769,113.8994158,"multiple"
"Hylephila phyleus","Washington","no","multiple",3,"no",1,NA,1,3007334.02,35,"no",242.7222222,47.73678512,277.5555556,34.60061581,NA
"Hylephila phyleus","West Sacramento","yes","multiple",3,"larva",1,3,1,3007334.02,35,"no",177.5384615,104.88773,217.1538462,102.1313257,"multiple"
"Incisalia augustinus iroides","Castle Peak","yes","one",1,"pupa",0,4,4,2534025.003,22.5,"no",189.75,13.34969235,191.3333333,12.4267551,"multiple"
"Incisalia augustinus iroides","Donner Pass","yes","one",1,"pupa",0,NA,NA,2534025.003,22.5,"no",154.275,20.61862178,178.8636364,19.76441589,NA
"Incisalia augustinus iroides","Gates Canyon","yes","two",2,"pupa",0,1,1,2534025.003,22.5,"no",94.44444444,55.09108619,112.1111111,53.86892528,"one"
"Incisalia augustinus iroides","Lang Crossing","yes","one",1,"pupa",0,3,3,2534025.003,22.5,"no",128.2162162,27.02687462,162,18.97752201,"multiple"
"Incisalia augustinus iroides","North Sacramento","no","one",1,"no",0,1,1,2534025.003,22.5,"no",NA,NA,NA,NA,"one"
"Incisalia augustinus iroides","Rancho Cordova","yes","one",1,"pupa",0,1,1,2534025.003,22.5,"no",89.8,25.89787636,94.8,28.70017422,"one"
"Incisalia augustinus iroides","Sierra Valley",NA,"one",1,NA,0,4,4,2534025.003,22.5,"no",151.4,25.58906016,145.6,30.9644958,"multiple"
"Incisalia augustinus iroides","Suisun Marsh","no","two",2,"pupa",0,1,1,2534025.003,22.5,"no",NA,NA,NA,NA,"one"
"Incisalia augustinus iroides","Washington","yes","one",1,"pupa",0,3,3,2534025.003,22.5,"no",101.5806452,28.17773849,145.7096774,26.83429839,"multiple"
"Incisalia augustinus iroides","West Sacramento","no","one",1,"pupa",0,1,1,2534025.003,22.5,"no",NA,NA,NA,NA,"one"
"Incisalia eryphon","Castle Peak","yes","one",1,"pupa",0,1,1,2458340.221,24.5,"no",196.625,23.40904384,196.375,20.22442024,"one"
"Incisalia eryphon","Donner Pass","yes","one",1,"pupa",0,1,1,2458340.221,24.5,"no",163,19.80656457,193.2682927,18.46621833,"one"
"Incisalia eryphon","Lang Crossing","yes","one",1,"pupa",0,1,1,2458340.221,24.5,"no",144.2432432,17.18107066,163.0263158,20.62468587,"one"
"Incisalia eryphon","Sierra Valley","no","one",1,"no",0,1,1,2458340.221,24.5,"no",NA,NA,NA,NA,"one"
"Incisalia eryphon","Washington","yes","one",1,"pupa",0,1,1,2458340.221,24.5,"no",124.2,24.02355166,148.6333333,22.18959578,"one"
"Incisalia mossii","Donner Pass","yes","one",1,"pupa",0,1,1,734429.8476,22,"no",154.7857143,22.80571264,159.5357143,19.32275983,"one"
"Incisalia mossii","Lang Crossing","yes","one",1,"pupa",0,1,1,734429.8476,22,"no",127.0344828,24.25678515,134.7878788,24.69534062,"one"
"Incisalia mossii","Washington","yes","one",1,"pupa",0,1,1,734429.8476,22,"no",104.75,23.02617088,111.75,18.21650101,"one"
"Junonia coenia","Castle Peak","no","multiple",3,"no",1,0,0,4493232.469,47,"no",208.4666667,26.20214459,223.7647059,21.39371815,"zero"
"Junonia coenia","Donner Pass","no","multiple",3,"no",1,NA,NA,4493232.469,47,"no",188.6756757,35.88256622,242.972973,40.80201962,NA
"Junonia coenia","Gates Canyon","yes","multiple",3,"adult",1,7,3,4493232.469,47,"no",166.4285714,106.0244633,204.6428571,115.7514626,"multiple"
"Junonia coenia","Lang Crossing","no","multiple",3,"adult",1,4,2,4493232.469,47,"no",163.2051282,30.7384377,238.4736842,33.26367781,"multiple"
"Junonia coenia","North Sacramento","yes","multiple",3,"adult",1,4,3,4493232.469,47,"no",103.5757576,35.67477251,313.3125,30.79739987,"multiple"
"Junonia coenia","Rancho Cordova","yes","multiple",3,"adult",1,5,3,4493232.469,47,"no",172.9285714,97.47462335,204.0714286,110.8154837,"multiple"
"Junonia coenia","Sierra Valley","no","multiple",3,"no",1,1,1,4493232.469,47,"no",193.1111111,61.26264042,217.4444444,67.11950371,"one"
"Junonia coenia","Suisun Marsh","yes","multiple",3,"adult",1,3,3,4493232.469,47,"no",172.9285714,102.4878712,205.2857143,114.6254292,"multiple"
"Junonia coenia","Washington",NA,"multiple",3,NA,1,3,2,4493232.469,47,"no",139.9655172,57.71263959,272.5185185,33.02839148,"multiple"
"Junonia coenia","West Sacramento","yes","multiple",3,"adult",1,4,3,4493232.469,47,"no",149.9166667,107.2706503,196.5,114.1876446,"multiple"
"Leptotes marina","Castle Peak","no","multiple",3,"no",1,0,0,2266312.655,22.5,"no",NA,NA,NA,NA,"zero"
"Leptotes marina","Donner Pass","no","multiple",3,"no",1,0,0,2266312.655,22.5,"no",NA,NA,NA,NA,"zero"
"Leptotes marina","Gates Canyon",NA,"multiple",3,"no",1,1,1,2266312.655,22.5,"no",NA,NA,NA,NA,"one"
"Leptotes marina","North Sacramento","no","multiple",3,"no",1,1,1,2266312.655,22.5,"no",NA,NA,NA,NA,"one"
"Leptotes marina","Rancho Cordova","no","multiple",3,"no",1,1,1,2266312.655,22.5,"no",NA,NA,NA,NA,"one"
"Leptotes marina","Sierra Valley","no","multiple",3,"no",1,1,1,2266312.655,22.5,"no",NA,NA,NA,NA,"one"
"Leptotes marina","Suisun Marsh","no","multiple",3,"no",1,1,1,2266312.655,22.5,"no",NA,NA,NA,NA,"one"
"Leptotes marina","Washington","no","multiple",3,"no",1,0,0,2266312.655,22.5,"no",NA,NA,NA,NA,"zero"
"Leptotes marina","West Sacramento","no","multiple",3,NA,1,2,1,2266312.655,22.5,"no",229.8571429,65.07541413,234,69.35896962,"two"
"Lerodea eufala","Gates Canyon","no","multiple",3,NA,1,2,1,1887516.534,30.5,"no",244.2857143,62.05565858,240,66.22436611,"two"
"Lerodea eufala","Lang Crossing","no","multiple",3,"no",1,0,0,1887516.534,30.5,"no",NA,NA,NA,NA,"zero"
"Lerodea eufala","North Sacramento","yes","multiple",3,"larva",1,4,1,1887516.534,30.5,"no",190.8181818,55.12454906,303.0606061,15.9803383,"multiple"
"Lerodea eufala","Rancho Cordova","yes","multiple",3,"larva",1,3,1,1887516.534,30.5,"no",190.3,83.53981087,198.1,85.79879564,"multiple"
"Lerodea eufala","Suisun Marsh",NA,"multiple",3,NA,1,3,1,1887516.534,30.5,"no",217.6666667,82.24722525,220.6666667,83.7489032,"multiple"
"Lerodea eufala","Washington","no","multiple",3,"no",1,0,0,1887516.534,30.5,"no",NA,NA,NA,NA,"zero"
"Lerodea eufala","West Sacramento",NA,"multiple",3,NA,1,4,1,1887516.534,30.5,"no",195.0909091,80.36598104,215.8181818,85.11617729,"multiple"
"Limenitis lorquini","Castle Peak","yes","two",2,"larva",0,1,1,1255176.33,56,"no",209.0769231,17.53151009,219.1111111,15.11070261,"one"
"Limenitis lorquini","Donner Pass","yes","two",2,"larva",0,1,1,1255176.33,56,"no",190.6444444,18.79211096,239.4888889,26.22682719,"one"
"Limenitis lorquini","Gates Canyon","yes","multiple",3,"larva",0,1,1,1255176.33,56,"no",179.4545455,75.62984019,215.5454545,80.86824301,"one"
"Limenitis lorquini","Lang Crossing","yes","two",2,"larva",0,1,1,1255176.33,56,"no",173.6744186,22.98624944,237.7906977,25.62509757,"one"
"Limenitis lorquini","North Sacramento","yes","multiple",3,"larva",0,1,1,1255176.33,56,"no",134.4347826,39.40215279,256.5217391,39.98621304,"one"
"Limenitis lorquini","Rancho Cordova","yes","multiple",3,"larva",0,1,1,1255176.33,56,"no",205.7,68.95739425,225.1,74.38406341,"one"
"Limenitis lorquini","Sierra Valley","yes","two",2,"larva",0,1,1,1255176.33,56,"no",202.75,50.93062508,219,50.08564094,"one"
"Limenitis lorquini","Suisun Marsh","no","multiple",3,"no",0,1,1,1255176.33,56,"no",190.4285714,67.57183127,194.2857143,67.28475381,"one"
"Limenitis lorquini","Washington","yes","two",2,"larva",0,1,1,1255176.33,56,"no",152.25,24.89332078,226.28125,34.81400754,"one"
"Limenitis lorquini","West Sacramento","yes","multiple",3,"larva",0,1,1,1255176.33,56,"no",188.3636364,75.46558517,215.4545455,80.93128398,"one"
"Lycaeides idas anna","Castle Peak","yes","one",1,"egg",0,1,1,741096.374,25,"no",203.0277778,14.33374861,227.7272727,16.80824338,"one"
"Lycaeides idas anna","Donner Pass","yes","one",1,"egg",0,1,1,741096.374,25,"no",191,18.32545285,231.7826087,19.49006932,"one"
"Lycaeides idas anna","Lang Crossing","yes","one",1,"larva",0,1,1,741096.374,25,"no",176.0238095,16.59192883,202.8333333,18.77844725,"one"
"Lycaeides idas anna","Washington","yes","one",1,"larva",0,1,1,741096.374,25,"no",158,27.12931993,169.4,21.69792617,"one"
"Lycaeides melissa melissa","Donner Pass","yes","one",1,NA,1,1,1,3492350.005,27,"no",207.0625,25.28364096,233,22.89687024,"one"
"Lycaeides melissa melissa","Sierra Valley","yes","multiple",3,"egg",1,1,1,3492350.005,27,"no",200.375,54.1609704,220.875,50.69358229,"one"
"Lycaena arota arota","Castle Peak","yes","one",1,"egg",0,1,1,1302366.986,28,"no",232.4,10.62700961,232.4,10.62700961,"one"
"Lycaena arota arota","Donner Pass","yes","one",1,"egg",0,1,1,1302366.986,28,"no",212.5,13.51830035,251.6521739,16.65495241,"one"
"Lycaena arota arota","Gates Canyon","yes","one",1,"egg",0,1,1,1302366.986,28,"no",160.8571429,36.71252543,161,41.7572349,"one"
"Lycaena arota arota","Lang Crossing","yes","one",1,"egg",0,1,1,1302366.986,28,"no",214.575,18.24321089,234.1,19.68703856,"one"
"Lycaena arota arota","Sierra Valley","yes","one",1,"egg",0,1,1,1302366.986,28,"no",216.25,32.55124166,212.25,34.38386249,"one"
"Lycaena arota arota","Washington","yes","one",1,"egg",0,1,1,1302366.986,28,"no",201.2222222,22.80494156,214.5555556,23.22580264,"one"
"Lycaena arota virginiensis","Sierra Valley","yes","one",1,"egg",0,1,1,1302366.986,28,"no",210.75,30.90172595,212,34.65063732,"one"
"Lycaena cupreus","Castle Peak","yes","one",1,"egg",0,2,2,882988.6511,27.5,"no",201.9285714,18.79224179,209.1764706,17.91031579,"two"
"Lycaena cupreus","Donner Pass","yes","one",1,"egg",0,NA,NA,882988.6511,27.5,"no",162.9047619,17.79258481,213.0217391,16.4472073,NA
"Lycaena cupreus","Lang Crossing","yes","one",1,"egg",0,1,1,882988.6511,27.5,"no",143,16.47573974,177.6744186,17.61049596,"one"
"Lycaena cupreus","Sierra Valley","no","one",1,"no",0,2,1,882988.6511,27.5,"no",135.6666667,19.03505538,137,25.94224354,"two"
"Lycaena editha","Castle Peak","yes","one",1,"egg",0,2,1,1134455.504,26,"no",220.6470588,15.15726384,233.3529412,17.78672671,"two"
"Lycaena editha","Donner Pass","yes","one",1,"egg",0,2,1,1134455.504,26,"no",183.2391304,14.36227277,256.6304348,13.96401517,"two"
"Lycaena editha","Lang Crossing","yes","one",1,"egg",0,1,1,1134455.504,26,"no",176.7555556,17.83530151,236.9555556,15.56358739,"one"
"Lycaena editha","Sierra Valley","yes","one",1,"egg",0,2,1,1134455.504,26,"no",182,34.99523777,186.5,31.09662361,"two"
"Lycaena gorgon","Gates Canyon","yes","one",1,"egg",0,1,1,430322.7406,36.5,"no",145.6666667,24.10532445,148.6666667,26.94933518,"one"
"Lycaena gorgon","Lang Crossing","no","one",1,"no",0,1,1,430322.7406,36.5,"no",NA,NA,NA,NA,"one"
